Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
335,강원도,삼척,2015,19.043,30.0,0.003,0.028,0.017,0.6,81.36
336,강원도,삼척,2016,23.0,35.0,0.006,0.026,0.02,0.7,81.78
337,강원도,삼척,2016,24.0,37.0,0.005,0.029,0.02,0.5,81.78
338,강원도,삼척,2016,31.0,53.0,0.004,0.036,0.02,0.6,81.78
339,강원도,삼척,2016,28.0,64.0,0.003,0.043,0.017,0.4,81.78
340,강원도,삼척,2016,27.0,55.0,0.002,0.048,0.016,0.4,81.78
341,강원도,삼척,2016,26.0,50.0,0.002,0.037,0.015,0.5,81.78
342,강원도,삼척,2016,18.0,40.0,0.002,0.024,0.013,0.4,81.78
343,강원도,삼척,2016,16.0,37.0,0.002,0.026,0.008,0.4,81.78
344,강원도,삼척,2016,20.0,41.0,0.002,0.024,0.01,0.4,81.78
345,강원도,삼척,2016,24.0,42.0,0.004,0.021,0.018,0.5,81.78
346,강원도,삼척,2016,22.0,31.0,0.004,0.02,0.021,0.5,81.78
347,강원도,삼척,2016,22.148,36.0,0.003,0.021,0.015,0.5,81.78
348,강원도,삼척,2017,27.0,35.0,0.004,0.019,0.019,0.5,82.23
349,강원도,삼척,2017,25.0,37.0,0.003,0.03,0.012,0.5,82.23
350,강원도,삼척,2017,32.0,50.0,0.003,0.013,0.013,0.4,82.23
351,강원도,삼척,2017,23.0,49.0,0.002,0.051,0.012,0.4,82.23
352,강원도,삼척,2017,23.0,57.0,0.003,0.051,0.015,0.4,82.23
353,강원도,삼척,2017,22.0,44.0,0.002,0.039,0.013,0.3,82.23
354,강원도,삼척,2017,20.0,41.0,0.001,0.033,0.013,0.3,82.23
355,강원도,삼척,2017,11.0,29.0,0.001,0.019,0.008,0.3,82.23
356,강원도,삼척,2017,18.0,30.0,0.003,0.039,0.017,0.3,82.23
357,강원도,삼척,2017,21.0,29.0,0.004,0.025,0.019,0.4,82.23
358,강원도,삼척,2017,22.0,29.0,0.004,0.024,0.02,0.5,82.23
359,강원도,삼척,2017,13.448,19.0,0.002,0.023,0.013,0.4,82.23
360,강원도,삼척,2018,25.0,32.0,0.004,0.026,0.018,0.5,82.26
361,강원도,삼척,2018,25.0,36.0,0.004,0.03,0.017,0.5,82.26
362,강원도,삼척,2018,24.0,35.0,0.003,0.04,0.016,0.4,82.26
363,강원도,삼척,2018,24.0,47.0,0.002,0.044,0.014,0.4,82.26
364,강원도,삼척,2018,20.0,40.0,0.002,0.045,0.012,0.3,82.26
365,강원도,삼척,2018,17.0,33.0,0.002,0.044,0.014,0.3,82.26
366,강원도,삼척,2018,18.0,28.0,0.002,0.03,0.011,0.3,82.26
367,강원도,삼척,2018,9.0,23.0,0.001,0.023,0.01,0.3,82.26
368,강원도,삼척,2018,11.0,19.0,0.001,0.024,0.01,0.3,82.26
369,강원도,삼척,2018,19.0,36.0,0.003,0.021,0.019,0.4,82.26
370,강원도,삼척,2018,14.0,31.0,0.003,0.021,0.019,0.4,82.26
371,강원도,삼척,2018,15.007,22.0,0.002,0.028,0.012,0.5,82.26
372,강원도,삼척,2019,22.0,40.0,0.003,0.027,0.019,0.4,82.54
373,강원도,삼척,2019,25.0,43.0,0.003,0.031,0.018,0.4,82.54
374,강원도,삼척,2019,32.0,48.0,0.003,0.044,0.016,0.4,82.54
375,강원도,삼척,2019,17.0,35.0,0.002,0.04,0.014,0.3,82.54
376,강원도,삼척,2019,19.0,41.0,0.002,0.053,0.014,0.4,82.54
377,강원도,삼척,2019,17.0,30.0,0.002,0.037,0.012,0.4,82.54
378,강원도,삼척,2019,17.0,25.0,0.002,0.032,0.01,0.3,82.54
379,강원도,삼척,2019,13.0,24.0,0.002,0.03,0.009,0.3,82.54
380,강원도,삼척,2019,10.0,20.0,0.002,0.019,0.008,0.3,82.54
381,강원도,삼척,2019,10.0,26.0,0.003,0.021,0.016,0.4,82.54
382,강원도,삼척,2019,14.0,25.0,0.003,0.021,0.017,0.4,82.54
383,강원도,삼척,2019,16.309,25.0,0.002,0.019,0.01,0.3,82.54
384,강원도,삼척,2020,14.0,22.0,0.003,0.022,0.015,0.4,82.75
385,강원도,삼척,2020,17.0,28.0,0.003,0.026,0.015,0.4,82.75
386,강원도,삼척,2020,14.0,30.0,0.002,0.031,0.011,0.4,82.75
387,강원도,삼척,2020,14.0,32.0,0.002,0.037,0.01,0.3,82.75
388,강원도,삼척,2020,12.0,28.0,0.002,0.033,0.009,0.3,82.75
389,강원도,삼척,2020,15.0,32.0,0.002,0.035,0.011,0.3,82.75
390,강원도,삼척,2020,9.0,16.0,0.002,0.022,0.008,0.3,82.75
391,강원도,삼척,2020,13.0,22.0,0.002,0.018,0.01,0.3,82.75
392,강원도,삼척,2020,10.0,21.0,0.003,0.027,0.007,0.3,82.75
393,강원도,삼척,2020,13.0,23.0,0.003,0.023,0.014,0.4,82.75
394,강원도,삼척,2020,12.0,19.0,0.004,0.023,0.015,0.4,82.75
395,강원도,삼척,2020,15.272,24.0,0.003,0.026,0.01,0.3,82.75
504,강원도,속초,2019,23.0,49.0,0.007,0.034,0.015,0.6,82.96
505,강원도,속초,2019,28.0,46.0,0.007,0.038,0.015,0.7,82.96
506,강원도,속초,2019,34.0,53.0,0.006,0.05,0.012,0.6,82.96
507,강원도,속초,2019,17.0,43.0,0.005,0.049,0.01,0.5,82.96
508,강원도,속초,2019,21.0,48.0,0.004,0.064,0.009,0.4,82.96
509,강원도,속초,2019,16.0,29.0,0.003,0.049,0.008,0.3,82.96
510,강원도,속초,2019,15.0,25.0,0.003,0.039,0.007,0.3,82.96
511,강원도,속초,2019,13.0,28.0,0.003,0.034,0.008,0.3,82.96
512,강원도,속초,2019,7.0,25.0,0.002,0.028,0.008,0.3,82.96
513,강원도,속초,2019,9.0,31.0,0.006,0.025,0.016,0.6,82.96
514,강원도,속초,2019,14.0,31.0,0.006,0.026,0.016,0.6,82.96
515,강원도,속초,2019,19.132,32.0,0.003,0.03,0.01,0.4,82.96
516,강원도,속초,2020,9.0,25.0,0.005,0.029,0.012,0.6,83.25
517,강원도,속초,2020,17.0,32.0,0.005,0.032,0.011,0.6,83.25
518,강원도,속초,2020,17.0,37.0,0.004,0.039,0.01,0.5,83.25
519,강원도,속초,2020,15.0,41.0,0.004,0.046,0.008,0.3,83.25
520,강원도,속초,2020,11.0,33.0,0.003,0.045,0.006,0.4,83.25
521,강원도,속초,2020,16.0,40.0,0.003,0.046,0.008,0.4,83.25
522,강원도,속초,2020,9.0,22.0,0.003,0.03,0.006,0.3,83.25
523,강원도,속초,2020,9.0,22.0,0.004,0.028,0.009,0.4,83.25
524,강원도,속초,2020,8.0,26.0,0.003,0.034,0.007,0.4,83.25
525,강원도,속초,2020,13.0,41.0,0.003,0.029,0.01,0.4,83.25
526,강원도,속초,2020,2.0,33.0,0.004,0.03,0.01,0.4,83.25
527,강원도,속초,2020,17.906,32.0,0.002,0.032,0.011,0.3,83.25
528,강원도,원주,2010,49.468,83.0,0.012,0.01,0.036,1.2,80.18
529,강원도,원주,2010,40.53,69.0,0.009,0.015,0.029,0.9,80.18
530,강원도,원주,2010,41.099,77.0,0.006,0.024,0.023,0.6,80.18
531,강원도,원주,2010,35.178,67.0,0.006,0.029,0.024,0.5,80.18
532,강원도,원주,2010,34.447,69.0,0.004,0.038,0.019,0.4,80.18
533,강원도,원주,2010,28.459,56.0,0.002,0.037,0.016,0.4,80.18
534,강원도,원주,2010,20.774,35.0,0.003,0.025,0.013,0.4,80.18
535,강원도,원주,2010,19.406,31.0,0.002,0.019,0.013,0.4,80.18
536,강원도,원주,2010,16.799,25.0,0.002,0.016,0.015,0.4,80.18
537,강원도,원주,2010,29.2,50.0,0.003,0.014,0.023,0.6,80.18
538,강원도,원주,2010,46.924,82.0,0.007,0.012,0.03,1.0,80.18
539,강원도,원주,2010,46.313,77.0,0.008,0.01,0.031,1.2,80.18
540,강원도,원주,2011,42.866,66.0,0.009,0.01,0.037,1.5,80.64
541,강원도,원주,2011,57.501,99.0,0.008,0.013,0.036,1.5,80.64
542,강원도,원주,2011,43.231,79.0,0.007,0.026,0.024,0.8,80.64
543,강원도,원주,2011,36.151,69.0,0.004,0.032,0.022,0.6,80.64
544,강원도,원주,2011,37.855,75.0,0.003,0.036,0.019,0.5,80.64
545,강원도,원주,2011,24.987,49.0,0.002,0.045,0.016,0.5,80.64
546,강원도,원주,2011,16.745,26.0,0.001,0.022,0.011,0.4,80.64
547,강원도,원주,2011,16.757,26.0,0.001,0.021,0.012,0.4,80.64
548,강원도,원주,2011,20.324,33.0,0.002,0.022,0.016,0.5,80.64
549,강원도,원주,2011,33.073,56.0,0.003,0.013,0.026,0.8,80.64
550,강원도,원주,2011,36.484,61.0,0.005,0.013,0.026,0.9,80.64
551,강원도,원주,2011,46.104,77.0,0.009,0.009,0.03,1.1,80.64
552,강원도,원주,2012,53.161,89.0,0.011,0.01,0.031,1.3,80.84
553,강원도,원주,2012,44.932,75.0,0.01,0.015,0.028,1.1,80.84
554,강원도,원주,2012,35.996,63.0,0.006,0.025,0.022,0.8,80.84
555,강원도,원주,2012,36.725,70.0,0.004,0.031,0.022,0.6,80.84
556,강원도,원주,2012,36.109,72.0,0.003,0.041,0.017,0.5,80.84
557,강원도,원주,2012,28.045,55.0,0.002,0.045,0.013,0.5,80.84
558,강원도,원주,2012,23.578,41.0,0.002,0.03,0.011,0.5,80.84
559,강원도,원주,2012,18.778,29.0,0.002,0.024,0.011,0.5,80.84
560,강원도,원주,2012,22.601,38.0,0.002,0.023,0.015,0.5,80.84
561,강원도,원주,2012,30.087,51.0,0.003,0.016,0.023,0.7,80.84
562,강원도,원주,2012,41.74,70.0,0.007,0.012,0.027,1.0,80.84
563,강원도,원주,2012,43.907,70.0,0.01,0.011,0.033,1.3,80.84
564,강원도,원주,2013,58.78,98.0,0.014,0.013,0.039,1.6,81.27
565,강원도,원주,2013,42.639,71.0,0.009,0.02,0.031,1.2,81.27
566,강원도,원주,2013,45.877,85.0,0.006,0.027,0.028,0.9,81.27
567,강원도,원주,2013,37.143,70.0,0.004,0.037,0.024,0.8,81.27
568,강원도,원주,2013,37.246,74.0,0.003,0.043,0.019,0.6,81.27
569,강원도,원주,2013,24.552,48.0,0.002,0.04,0.015,0.4,81.27
570,강원도,원주,2013,22.246,39.0,0.002,0.027,0.012,0.4,81.27
571,강원도,원주,2013,24.671,43.0,0.002,0.024,0.016,0.5,81.27
572,강원도,원주,2013,20.927,35.0,0.002,0.019,0.016,0.4,81.27
573,강원도,원주,2013,24.713,40.0,0.003,0.015,0.021,0.6,81.27
574,강원도,원주,2013,39.177,62.0,0.006,0.011,0.028,1.2,81.27
575,강원도,원주,2013,55.404,90.0,0.011,0.009,0.034,1.6,81.27
576,강원도,원주,2014,55.432,89.0,0.014,0.009,0.036,1.6,81.61
577,강원도,원주,2014,44.567,74.0,0.009,0.017,0.029,1.2,81.61
578,강원도,원주,2014,45.271,81.0,0.007,0.025,0.027,1.0,81.61
579,강원도,원주,2014,39.272,77.0,0.004,0.034,0.025,0.6,81.61
580,강원도,원주,2014,38.157,79.0,0.003,0.051,0.017,0.5,81.61
581,강원도,원주,2014,26.024,52.0,0.002,0.044,0.014,0.4,81.61
582,강원도,원주,2014,21.511,43.0,0.002,0.039,0.017,0.3,81.61
583,강원도,원주,2014,19.782,35.0,0.002,0.028,0.017,0.4,81.61
584,강원도,원주,2014,20.789,35.0,0.002,0.025,0.017,0.5,81.61
585,강원도,원주,2014,25.86,44.0,0.003,0.017,0.019,0.5,81.61
586,강원도,원주,2014,41.727,68.0,0.008,0.011,0.028,1.1,81.61
587,강원도,원주,2014,41.42,65.0,0.012,0.011,0.033,1.2,81.61
588,강원도,원주,2015,49.0,79.0,0.012,0.01,0.033,1.3,81.98
589,강원도,원주,2015,51.0,109.0,0.01,0.018,0.027,1.1,81.98
590,강원도,원주,2015,43.0,94.0,0.009,0.025,0.029,0.8,81.98
591,강원도,원주,2015,28.0,54.0,0.004,0.032,0.022,0.6,81.98
592,강원도,원주,2015,35.0,62.0,0.003,0.046,0.022,0.5,81.98
593,강원도,원주,2015,26.0,44.0,0.002,0.047,0.015,0.4,81.98
594,강원도,원주,2015,22.0,33.0,0.002,0.031,0.01,0.3,81.98
595,강원도,원주,2015,24.0,38.0,0.002,0.03,0.012,0.4,81.98
596,강원도,원주,2015,16.0,29.0,0.002,0.024,0.015,0.4,81.98
597,강원도,원주,2015,29.0,38.0,0.004,0.012,0.025,0.8,81.98
598,강원도,원주,2015,43.0,63.0,0.008,0.007,0.032,1.1,81.98
599,강원도,원주,2015,26.009,45.0,0.003,0.02,0.025,0.6,81.98
600,강원도,원주,2016,49.0,63.0,0.009,0.011,0.033,1.2,82.32
601,강원도,원주,2016,40.0,56.0,0.007,0.018,0.029,0.9,82.32
602,강원도,원주,2016,48.0,70.0,0.006,0.022,0.031,0.7,82.32
603,강원도,원주,2016,40.0,68.0,0.004,0.037,0.022,0.5,82.32
604,강원도,원주,2016,35.0,57.0,0.002,0.043,0.017,0.5,82.32
605,강원도,원주,2016,30.0,44.0,0.002,0.044,0.014,0.5,82.32
606,강원도,원주,2016,21.0,28.0,0.002,0.027,0.012,0.5,82.32
607,강원도,원주,2016,20.0,29.0,0.002,0.033,0.011,0.4,82.32
608,강원도,원주,2016,24.0,34.0,0.002,0.024,0.016,0.4,82.32
609,강원도,원주,2016,43.0,69.0,0.005,0.011,0.029,0.8,82.32
610,강원도,원주,2016,46.0,66.0,0.006,0.008,0.03,1.0,82.32
611,강원도,원주,2016,24.053,40.0,0.003,0.015,0.021,0.5,82.32
612,강원도,원주,2017,52.0,77.0,0.007,0.031,0.031,1.0,82.49
613,강원도,원주,2017,47.0,68.0,0.006,0.017,0.03,0.8,82.49
614,강원도,원주,2017,47.0,69.0,0.005,0.025,0.025,0.6,82.49
615,강원도,원주,2017,33.0,64.0,0.003,0.037,0.017,0.4,82.49
616,강원도,원주,2017,30.0,63.0,0.002,0.048,0.015,0.3,82.49
617,강원도,원주,2017,25.0,41.0,0.002,0.053,0.014,0.4,82.49
618,강원도,원주,2017,19.0,30.0,0.001,0.029,0.013,0.4,82.49
619,강원도,원주,2017,13.0,19.0,0.001,0.023,0.011,0.3,82.49
620,강원도,원주,2017,20.0,33.0,0.002,0.026,0.015,0.3,82.49
621,강원도,원주,2017,34.0,54.0,0.005,0.013,0.027,0.7,82.49
622,강원도,원주,2017,42.0,57.0,0.006,0.011,0.027,0.9,82.49
623,강원도,원주,2017,18.101,29.0,0.002,0.017,0.019,0.4,82.49
624,강원도,원주,2018,45.0,59.0,0.006,0.013,0.028,0.9,82.85
625,강원도,원주,2018,38.0,48.0,0.006,0.018,0.027,0.9,82.85
626,강원도,원주,2018,42.0,48.0,0.004,0.029,0.02,0.6,82.85
627,강원도,원주,2018,33.0,59.0,0.002,0.038,0.017,0.4,82.85
628,강원도,원주,2018,28.0,45.0,0.002,0.038,0.015,0.3,82.85
629,강원도,원주,2018,28.0,42.0,0.002,0.044,0.014,0.2,82.85
630,강원도,원주,2018,22.0,32.0,0.002,0.032,0.012,0.2,82.85
631,강원도,원주,2018,13.0,24.0,0.002,0.032,0.012,0.2,82.85
632,강원도,원주,2018,14.0,26.0,0.002,0.026,0.013,0.2,82.85
633,강원도,원주,2018,32.0,54.0,0.003,0.012,0.024,0.6,82.85
634,강원도,원주,2018,31.0,51.0,0.004,0.011,0.024,0.8,82.85
635,강원도,원주,2018,17.953,28.0,0.002,0.017,0.016,0.4,82.85
636,강원도,원주,2019,44.0,73.0,0.006,0.012,0.029,0.9,83.22
637,강원도,원주,2019,42.0,65.0,0.004,0.018,0.024,0.7,83.22
638,강원도,원주,2019,45.0,70.0,0.004,0.032,0.018,0.5,83.22
639,강원도,원주,2019,21.0,44.0,0.002,0.035,0.015,0.3,83.22
640,강원도,원주,2019,26.0,52.0,0.002,0.054,0.015,0.4,83.22
641,강원도,원주,2019,23.0,35.0,0.002,0.048,0.011,0.3,83.22
642,강원도,원주,2019,17.0,31.0,0.002,0.034,0.009,0.3,83.22
643,강원도,원주,2019,17.0,30.0,0.002,0.031,0.009,0.3,83.22
644,강원도,원주,2019,12.0,21.0,0.001,0.023,0.009,0.3,83.22
645,강원도,원주,2019,23.0,38.0,0.003,0.015,0.023,0.6,83.22
646,강원도,원주,2019,31.0,40.0,0.004,0.011,0.027,0.7,83.22
647,강원도,원주,2019,17.917,28.0,0.002,0.02,0.013,0.4,83.22
648,강원도,원주,2020,30.0,39.0,0.004,0.015,0.025,0.6,83.55
649,강원도,원주,2020,28.0,36.0,0.003,0.023,0.022,0.6,83.55
650,강원도,원주,2020,24.0,38.0,0.003,0.032,0.017,0.5,83.55
651,강원도,원주,2020,21.0,38.0,0.002,0.042,0.014,0.5,83.55
652,강원도,원주,2020,16.0,27.0,0.002,0.038,0.01,0.4,83.55
653,강원도,원주,2020,21.0,33.0,0.002,0.049,0.01,0.4,83.55
654,강원도,원주,2020,10.0,17.0,0.002,0.027,0.009,0.3,83.55
655,강원도,원주,2020,13.0,23.0,0.002,0.02,0.008,0.3,83.55
656,강원도,원주,2020,9.0,18.0,0.002,0.025,0.009,0.3,83.55
657,강원도,원주,2020,22.0,38.0,0.003,0.015,0.019,0.5,83.55
658,강원도,원주,2020,29.0,42.0,0.004,0.012,0.026,0.7,83.55
659,강원도,원주,2020,19.43,31.0,0.003,0.019,0.015,0.4,83.55
660,강원도,춘천,2010,39.585,66.0,0.008,0.015,0.029,1.0,80.75
661,강원도,춘천,2010,31.538,52.0,0.006,0.02,0.022,0.8,80.75
662,강원도,춘천,2010,36.002,68.0,0.004,0.029,0.016,0.5,80.75
663,강원도,춘천,2010,30.068,58.0,0.004,0.035,0.016,0.4,80.75
664,강원도,춘천,2010,30.241,60.0,0.003,0.043,0.012,0.4,80.75
665,강원도,춘천,2010,25.424,49.0,0.002,0.04,0.011,0.4,80.75
666,강원도,춘천,2010,19.516,34.0,0.002,0.026,0.011,0.3,80.75
667,강원도,춘천,2010,19.712,32.0,0.001,0.021,0.01,0.4,80.75
668,강원도,춘천,2010,15.864,24.0,0.002,0.018,0.011,0.3,80.75
669,강원도,춘천,2010,24.809,41.0,0.003,0.016,0.017,0.5,80.75
670,강원도,춘천,2010,42.338,75.0,0.005,0.013,0.025,0.8,80.75
671,강원도,춘천,2010,41.294,71.0,0.006,0.013,0.026,0.9,80.75
672,강원도,춘천,2011,34.214,57.0,0.006,0.017,0.028,0.9,81.26
673,강원도,춘천,2011,45.082,80.0,0.006,0.018,0.03,1.0,81.26
674,강원도,춘천,2011,37.168,71.0,0.005,0.031,0.018,0.5,81.26
675,강원도,춘천,2011,31.09,60.0,0.003,0.036,0.018,0.5,81.26
676,강원도,춘천,2011,36.681,73.0,0.003,0.037,0.014,0.4,81.26
677,강원도,춘천,2011,22.134,45.0,0.002,0.046,0.012,0.3,81.26
678,강원도,춘천,2011,17.447,29.0,0.001,0.023,0.01,0.3,81.26
679,강원도,춘천,2011,18.013,29.0,0.001,0.019,0.009,0.3,81.26
680,강원도,춘천,2011,18.271,31.0,0.002,0.024,0.012,0.3,81.26
681,강원도,춘천,2011,26.318,45.0,0.003,0.017,0.019,0.5,81.26
682,강원도,춘천,2011,30.035,49.0,0.004,0.015,0.018,0.7,81.26
683,강원도,춘천,2011,34.436,58.0,0.006,0.013,0.022,0.7,81.26
684,강원도,춘천,2012,41.628,71.0,0.008,0.015,0.025,0.9,81.52
685,강원도,춘천,2012,34.743,59.0,0.007,0.022,0.022,0.8,81.52
686,강원도,춘천,2012,29.33,53.0,0.004,0.033,0.016,0.6,81.52
687,강원도,춘천,2012,27.663,53.0,0.004,0.036,0.016,0.4,81.52
688,강원도,춘천,2012,25.32,49.0,0.002,0.04,0.012,0.4,81.52
689,강원도,춘천,2012,19.715,38.0,0.002,0.041,0.01,0.3,81.52
690,강원도,춘천,2012,17.776,30.0,0.002,0.027,0.009,0.3,81.52
691,강원도,춘천,2012,15.34,22.0,0.002,0.023,0.008,0.4,81.52
692,강원도,춘천,2012,18.343,28.0,0.002,0.019,0.01,0.4,81.52
693,강원도,춘천,2012,25.107,39.0,0.003,0.013,0.015,0.6,81.52
694,강원도,춘천,2012,33.575,54.0,0.005,0.011,0.019,0.8,81.52
695,강원도,춘천,2012,34.493,54.0,0.006,0.012,0.024,1.0,81.52
696,강원도,춘천,2013,46.539,78.0,0.008,0.012,0.031,1.2,81.83
697,강원도,춘천,2013,34.615,57.0,0.007,0.02,0.023,0.9,81.83
698,강원도,춘천,2013,37.552,71.0,0.005,0.025,0.021,0.5,81.83
699,강원도,춘천,2013,32.791,62.0,0.004,0.033,0.016,0.5,81.83
700,강원도,춘천,2013,34.399,69.0,0.003,0.04,0.015,0.4,81.83
701,강원도,춘천,2013,22.339,43.0,0.002,0.039,0.009,0.3,81.83
702,강원도,춘천,2013,21.417,38.0,0.002,0.032,0.01,0.4,81.83
703,강원도,춘천,2013,22.803,41.0,0.002,0.031,0.011,0.4,81.83
704,강원도,춘천,2013,18.222,29.0,0.002,0.024,0.01,0.4,81.83
705,강원도,춘천,2013,21.929,36.0,0.002,0.02,0.016,0.5,81.83
706,강원도,춘천,2013,31.465,53.0,0.005,0.016,0.023,0.7,81.83
707,강원도,춘천,2013,44.053,75.0,0.008,0.012,0.029,1.0,81.83
708,강원도,춘천,2014,42.411,70.0,0.008,0.013,0.028,1.1,82.07
709,강원도,춘천,2014,36.405,62.0,0.006,0.025,0.02,0.9,82.07
710,강원도,춘천,2014,37.158,71.0,0.005,0.035,0.02,0.6,82.07
711,강원도,춘천,2014,33.601,67.0,0.003,0.042,0.018,0.5,82.07
712,강원도,춘천,2014,30.286,63.0,0.004,0.052,0.017,0.4,82.07
713,강원도,춘천,2014,18.838,38.0,0.002,0.045,0.014,0.3,82.07
714,강원도,춘천,2014,18.782,33.0,0.002,0.038,0.013,0.5,82.07
715,강원도,춘천,2014,17.949,28.0,0.002,0.029,0.009,0.5,82.07
716,강원도,춘천,2014,18.901,28.0,0.003,0.024,0.014,0.6,82.07
717,강원도,춘천,2014,21.033,33.0,0.002,0.018,0.02,0.6,82.07
718,강원도,춘천,2014,28.279,45.0,0.005,0.014,0.027,0.8,82.07
719,강원도,춘천,2014,34.541,56.0,0.007,0.014,0.026,0.9,82.07
720,강원도,춘천,2015,37.0,65.0,0.007,0.013,0.027,1.0,82.46
721,강원도,춘천,2015,40.0,95.0,0.007,0.02,0.028,0.8,82.46
722,강원도,춘천,2015,35.0,81.0,0.006,0.03,0.025,0.7,82.46
723,강원도,춘천,2015,23.0,49.0,0.004,0.038,0.018,0.5,82.46
724,강원도,춘천,2015,23.0,53.0,0.003,0.048,0.015,0.4,82.46
725,강원도,춘천,2015,17.0,37.0,0.003,0.05,0.01,0.3,82.46
726,강원도,춘천,2015,16.0,32.0,0.002,0.032,0.009,0.3,82.46
727,강원도,춘천,2015,19.0,38.0,0.002,0.033,0.01,0.4,82.46
728,강원도,춘천,2015,14.0,32.0,0.002,0.028,0.009,0.5,82.46
729,강원도,춘천,2015,26.0,41.0,0.003,0.017,0.019,0.8,82.46
730,강원도,춘천,2015,41.0,66.0,0.005,0.012,0.026,1.0,82.46
731,강원도,춘천,2015,29.604,52.0,0.003,0.022,0.019,0.6,82.46
732,강원도,춘천,2016,37.0,62.0,0.006,0.016,0.023,0.9,82.84
733,강원도,춘천,2016,32.0,59.0,0.006,0.021,0.02,0.8,82.84
734,강원도,춘천,2016,37.0,70.0,0.004,0.029,0.02,0.6,82.84
735,강원도,춘천,2016,32.0,71.0,0.003,0.043,0.012,0.4,82.84
736,강원도,춘천,2016,27.0,52.0,0.002,0.048,0.011,0.3,82.84
737,강원도,춘천,2016,23.0,37.0,0.002,0.047,0.011,0.3,82.84
738,강원도,춘천,2016,17.0,29.0,0.002,0.031,0.009,0.3,82.84
739,강원도,춘천,2016,13.0,28.0,0.002,0.03,0.008,0.4,82.84
740,강원도,춘천,2016,16.0,31.0,0.002,0.027,0.01,0.4,82.84
741,강원도,춘천,2016,36.0,60.0,0.004,0.014,0.029,0.9,82.84
742,강원도,춘천,2016,36.0,54.0,0.005,0.011,0.023,0.9,82.84
743,강원도,춘천,2016,21.594,34.0,0.003,0.02,0.019,0.6,82.84
744,강원도,춘천,2017,40.0,64.0,0.005,0.023,0.023,0.8,83.18
745,강원도,춘천,2017,34.0,56.0,0.004,0.019,0.022,0.8,83.18
746,강원도,춘천,2017,37.0,60.0,0.003,0.018,0.018,0.6,83.18
747,강원도,춘천,2017,23.0,54.0,0.003,0.035,0.015,0.4,83.18
748,강원도,춘천,2017,27.0,62.0,0.003,0.04,0.013,0.4,83.18
749,강원도,춘천,2017,23.0,40.0,0.002,0.052,0.01,0.3,83.18
750,강원도,춘천,2017,19.0,32.0,0.002,0.035,0.007,0.4,83.18
751,강원도,춘천,2017,8.0,19.0,0.002,0.024,0.007,0.3,83.18
752,강원도,춘천,2017,16.0,31.0,0.003,0.025,0.011,0.5,83.18
753,강원도,춘천,2017,24.0,48.0,0.004,0.016,0.023,0.6,83.18
754,강원도,춘천,2017,31.0,52.0,0.004,0.013,0.028,0.8,83.18
755,강원도,춘천,2017,18.923,28.0,0.003,0.019,0.013,0.5,83.18
756,강원도,춘천,2018,33.0,57.0,0.004,0.017,0.028,0.8,83.55
757,강원도,춘천,2018,31.0,60.0,0.004,0.024,0.024,0.7,83.55
758,강원도,춘천,2018,29.0,51.0,0.004,0.034,0.02,0.5,83.55
759,강원도,춘천,2018,25.0,57.0,0.003,0.043,0.014,0.4,83.55
760,강원도,춘천,2018,22.0,39.0,0.003,0.049,0.013,0.4,83.55
761,강원도,춘천,2018,18.0,31.0,0.003,0.049,0.01,0.4,83.55
762,강원도,춘천,2018,14.0,25.0,0.002,0.028,0.009,0.3,83.55
763,강원도,춘천,2018,9.0,21.0,0.002,0.028,0.008,0.3,83.55
764,강원도,춘천,2018,11.0,20.0,0.003,0.025,0.009,0.4,83.55
765,강원도,춘천,2018,27.0,44.0,0.003,0.012,0.026,0.6,83.55
766,강원도,춘천,2018,25.0,49.0,0.004,0.011,0.027,0.7,83.55
767,강원도,춘천,2018,17.623,27.0,0.003,0.017,0.017,0.4,83.55
768,강원도,춘천,2019,35.0,75.0,0.005,0.015,0.031,0.9,83.83
769,강원도,춘천,2019,31.0,62.0,0.004,0.022,0.021,0.7,83.83
770,강원도,춘천,2019,37.0,66.0,0.003,0.032,0.019,0.6,83.83
771,강원도,춘천,2019,16.0,39.0,0.002,0.037,0.014,0.4,83.83
772,강원도,춘천,2019,24.0,49.0,0.003,0.054,0.013,0.4,83.83
773,강원도,춘천,2019,17.0,31.0,0.002,0.044,0.01,0.3,83.83
774,강원도,춘천,2019,14.0,25.0,0.002,0.036,0.006,0.3,83.83
775,강원도,춘천,2019,13.0,27.0,0.002,0.03,0.006,0.4,83.83
776,강원도,춘천,2019,8.0,20.0,0.002,0.023,0.008,0.4,83.83
777,강원도,춘천,2019,21.0,45.0,0.003,0.013,0.023,0.6,83.83
778,강원도,춘천,2019,30.0,47.0,0.003,0.013,0.023,0.7,83.83
779,강원도,춘천,2019,19.509,31.0,0.003,0.021,0.012,0.4,83.83
780,강원도,춘천,2020,31.0,45.0,0.003,0.016,0.021,0.7,84.3
781,강원도,춘천,2020,29.0,42.0,0.003,0.023,0.019,0.6,84.3
782,강원도,춘천,2020,25.0,42.0,0.002,0.032,0.015,0.5,84.3
783,강원도,춘천,2020,20.0,43.0,0.002,0.042,0.01,0.4,84.3
784,강원도,춘천,2020,16.0,30.0,0.002,0.038,0.008,0.3,84.3
785,강원도,춘천,2020,19.0,37.0,0.002,0.049,0.007,0.4,84.3
786,강원도,춘천,2020,9.0,17.0,0.002,0.031,0.005,0.4,84.3
