,Country,District,City,date,pm25,pm10,so2,o3,no2,co
362,South Korea,강원도,삼척,2021.06,13,22,0.002,0.029,0.01,0.3
363,South Korea,강원도,삼척,2021.07,9,16,0.002,0.024,0.008,0.3
364,South Korea,강원도,삼척,2021.08,8,18,0.002,0.025,0.008,0.3
365,South Korea,강원도,삼척,2021.09,6,12,0.002,0.027,0.007,0.3
366,South Korea,강원도,삼척,2021.1,7,15,0.002,0.029,0.009,0.3
367,South Korea,강원도,삼척,2021.11,14,24,0.003,0.029,0.014,0.4
368,South Korea,강원도,삼척,2021.12,12,20,0.003,0.024,0.014,0.4
369,South Korea,강원도,삼척,2022.01,16,22,0.004,0.028,0.016,0.4
370,South Korea,강원도,삼척,2022.02,17,24,0.003,0.039,0.012,0.4
371,South Korea,강원도,삼척,2022.03,21,32,0.002,0.04,0.014,0.4
372,South Korea,강원도,삼척,2022.04,17,31,0.002,0.048,0.011,0.3
373,South Korea,강원도,삼척,2022.05,14,25,0.002,0.058,0.01,0.3
374,South Korea,강원도,삼척,2022.06,12,19,0.001,0.039,0.008,0.3
375,South Korea,강원도,삼척,2022.07,8,17,0.001,0.027,0.008,0.3
376,South Korea,강원도,삼척,2022.08,7,16,0.001,0.028,0.009,0.3
377,South Korea,강원도,삼척,2022.09,9,18,0.001,0.022,0.007,0.2
378,South Korea,강원도,삼척,2022.1,13,25,0.001,0.022,0.008,0.3
379,South Korea,강원도,삼척,2022.11,13,22,0.003,0.031,0.015,0.4
380,South Korea,강원도,속초,2015.01,-,-,-,-,-,-
381,South Korea,강원도,속초,2015.02,-,-,-,-,-,-
382,South Korea,강원도,속초,2015.03,-,-,-,-,-,-
383,South Korea,강원도,속초,2015.04,-,-,-,-,-,-
384,South Korea,강원도,속초,2015.05,-,-,-,-,-,-
385,South Korea,강원도,속초,2015.06,-,-,-,-,-,-
386,South Korea,강원도,속초,2015.07,-,-,-,-,-,-
387,South Korea,강원도,속초,2015.08,-,-,-,-,-,-
388,South Korea,강원도,속초,2015.09,-,-,-,-,-,-
389,South Korea,강원도,속초,2015.1,-,-,-,-,-,-
390,South Korea,강원도,속초,2015.11,-,-,-,-,-,-
391,South Korea,강원도,속초,2015.12,-,-,-,-,-,-
392,South Korea,강원도,속초,2016.01,-,-,-,-,-,-
393,South Korea,강원도,속초,2016.02,-,-,-,-,-,-
394,South Korea,강원도,속초,2016.03,-,-,-,-,-,-
395,South Korea,강원도,속초,2016.04,-,-,-,-,-,-
396,South Korea,강원도,속초,2016.05,-,-,-,-,-,-
397,South Korea,강원도,속초,2016.06,-,-,-,-,-,-
398,South Korea,강원도,속초,2016.07,-,-,-,-,-,-
399,South Korea,강원도,속초,2016.08,-,-,-,-,-,-
400,South Korea,강원도,속초,2016.09,-,-,-,-,-,-
401,South Korea,강원도,속초,2016.1,-,-,-,-,-,-
402,South Korea,강원도,속초,2016.11,-,-,-,-,-,-
403,South Korea,강원도,속초,2016.12,-,-,-,-,-,-
404,South Korea,강원도,속초,2017.01,-,-,-,-,-,-
405,South Korea,강원도,속초,2017.02,-,-,-,-,-,-
406,South Korea,강원도,속초,2017.03,-,-,-,-,-,-
407,South Korea,강원도,속초,2017.04,-,-,-,-,-,-
408,South Korea,강원도,속초,2017.05,-,-,-,-,-,-
409,South Korea,강원도,속초,2017.06,-,-,-,-,-,-
410,South Korea,강원도,속초,2017.07,-,-,-,-,-,-
411,South Korea,강원도,속초,2017.08,-,-,-,-,-,-
412,South Korea,강원도,속초,2017.09,-,-,-,-,-,-
413,South Korea,강원도,속초,2017.1,-,-,-,-,-,-
414,South Korea,강원도,속초,2017.11,-,-,-,-,-,-
415,South Korea,강원도,속초,2017.12,-,-,-,-,-,-
416,South Korea,강원도,속초,2018.01,-,-,-,-,-,-
417,South Korea,강원도,속초,2018.02,-,-,-,-,-,-
418,South Korea,강원도,속초,2018.03,-,-,-,-,-,-
419,South Korea,강원도,속초,2018.04,-,-,-,-,-,-
420,South Korea,강원도,속초,2018.05,-,-,-,-,-,-
421,South Korea,강원도,속초,2018.06,-,-,-,-,-,-
422,South Korea,강원도,속초,2018.07,-,-,-,-,-,-
423,South Korea,강원도,속초,2018.08,-,-,-,-,-,-
424,South Korea,강원도,속초,2018.09,-,-,-,-,-,-
425,South Korea,강원도,속초,2018.1,-,-,-,-,-,-
426,South Korea,강원도,속초,2018.11,-,-,-,-,-,-
427,South Korea,강원도,속초,2018.12,-,-,-,-,-,-
428,South Korea,강원도,속초,2019.01,23*,49*,0.007*,0.034*,0.015*,0.6*
429,South Korea,강원도,속초,2019.02,28,46,0.007,0.038,0.015,0.7
430,South Korea,강원도,속초,2019.03,34,53,0.006,0.05,0.012,0.6
431,South Korea,강원도,속초,2019.04,17,43,0.005,0.049,0.01,0.5
432,South Korea,강원도,속초,2019.05,21,48,0.004,0.064,0.009,0.4
433,South Korea,강원도,속초,2019.06,16,29,0.003,0.049,0.008,0.3
434,South Korea,강원도,속초,2019.07,15,25,0.003,0.039,0.007,0.3
435,South Korea,강원도,속초,2019.08,13,28,0.003,0.034,0.008,0.3
436,South Korea,강원도,속초,2019.09,7,25,0.002,0.028,0.008,0.3
437,South Korea,강원도,속초,2019.1,8,32,0.003,0.03,0.01,0.4
438,South Korea,강원도,속초,2019.11,9,31,0.006,0.025,0.016,0.6
439,South Korea,강원도,속초,2019.12,14,31,0.006,0.026,0.016,0.6
440,South Korea,강원도,속초,2020.01,9,25,0.005,0.029,0.012,0.6
441,South Korea,강원도,속초,2020.02,17,32,0.005,0.032,0.011,0.6
442,South Korea,강원도,속초,2020.03,17,37,0.004,0.039,0.01,0.5
443,South Korea,강원도,속초,2020.04,15,41,0.004,0.046,0.008,0.3
444,South Korea,강원도,속초,2020.05,11,33,0.003,0.045,0.006,0.4
445,South Korea,강원도,속초,2020.06,16,40,0.003,0.046,0.008,0.4
446,South Korea,강원도,속초,2020.07,9,22,0.003,0.03,0.006,0.3
447,South Korea,강원도,속초,2020.08,9,22,0.004,0.028,0.009,0.4
448,South Korea,강원도,속초,2020.09,8,26,0.003,0.034,0.007,0.4
449,South Korea,강원도,속초,2020.1,11,32,0.002,0.032,0.011,0.3
450,South Korea,강원도,속초,2020.11,13,41*,0.003,0.029,0.01,0.4
451,South Korea,강원도,속초,2020.12,2**,33**,0.004,0.03,0.01,0.4
452,South Korea,강원도,속초,2021.01,10,32,0.004,0.028,0.011,0.5
453,South Korea,강원도,속초,2021.02,18,32,0.004,0.032,0.011,0.5
454,South Korea,강원도,속초,2021.03,18,53,0.004,0.033,0.011,0.5
455,South Korea,강원도,속초,2021.04,16,40,0.003,0.035,0.008,0.4
456,South Korea,강원도,속초,2021.05,16,41,0.003,0.036,0.006,0.3
457,South Korea,강원도,속초,2021.06,19**,22,0.002,0.036,0.006,0.4
458,South Korea,강원도,속초,2021.07,12**,18,0.002,0.031,0.005,0.4
459,South Korea,강원도,속초,2021.08,10,20,0.003,0.034,0.006,0.4
460,South Korea,강원도,속초,2021.09,5,13,0.003,0.031,0.006,0.4
461,South Korea,강원도,속초,2021.1,6,15,0.003,0.03,0.009,0.4
462,South Korea,강원도,속초,2021.11,11,25,0.003,0.027,0.012,0.4
463,South Korea,강원도,속초,2021.12,9,21,0.003,0.027,0.012,0.4
464,South Korea,강원도,속초,2022.01,13,24,0.003,0.026,0.016,0.5
465,South Korea,강원도,속초,2022.02,13,25,0.002,0.035,0.011,0.4
466,South Korea,강원도,속초,2022.03,14,34,0.002,0.038,0.011,0.4
467,South Korea,강원도,속초,2022.04,13,36,0.002,0.047,0.009,0.3
468,South Korea,강원도,속초,2022.05,10,28,0.002,0.054,0.007,0.2
469,South Korea,강원도,속초,2022.06,8,19,0.002,0.038,0.006,0.2
470,South Korea,강원도,속초,2022.07,9,16,0.002,0.029,0.005,0.2
471,South Korea,강원도,속초,2022.08,8,16,0.002,0.031,0.007,0.2
472,South Korea,강원도,속초,2022.09,8,16,0.002,0.021,0.006,0.4*
473,South Korea,강원도,속초,2022.1,12,19,0.002,0.019,0.007,0.4
474,South Korea,강원도,속초,2022.11,10,23,0.003,0.03,0.011,0.4
475,South Korea,강원도,양구,2015.01,-,-,-,-,-,-
476,South Korea,강원도,양구,2015.02,-,-,-,-,-,-
477,South Korea,강원도,양구,2015.03,-,-,-,-,-,-
478,South Korea,강원도,양구,2015.04,-,-,-,-,-,-
479,South Korea,강원도,양구,2015.05,-,-,-,-,-,-
480,South Korea,강원도,양구,2015.06,-,-,-,-,-,-
481,South Korea,강원도,양구,2015.07,-,-,-,-,-,-
482,South Korea,강원도,양구,2015.08,-,-,-,-,-,-
483,South Korea,강원도,양구,2015.09,-,-,-,-,-,-
484,South Korea,강원도,양구,2015.1,-,-,-,-,-,-
485,South Korea,강원도,양구,2015.11,-,-,-,-,-,-
486,South Korea,강원도,양구,2015.12,-,-,-,-,-,-
487,South Korea,강원도,양구,2016.01,-,-,-,-,-,-
488,South Korea,강원도,양구,2016.02,-,-,-,-,-,-
489,South Korea,강원도,양구,2016.03,-,-,-,-,-,-
490,South Korea,강원도,양구,2016.04,-,-,-,-,-,-
491,South Korea,강원도,양구,2016.05,-,-,-,-,-,-
492,South Korea,강원도,양구,2016.06,-,-,-,-,-,-
493,South Korea,강원도,양구,2016.07,-,-,-,-,-,-
494,South Korea,강원도,양구,2016.08,-,-,-,-,-,-
495,South Korea,강원도,양구,2016.09,-,-,-,-,-,-
496,South Korea,강원도,양구,2016.1,-,-,-,-,-,-
497,South Korea,강원도,양구,2016.11,-,-,-,-,-,-
498,South Korea,강원도,양구,2016.12,-,-,-,-,-,-
499,South Korea,강원도,양구,2017.01,-,-,-,-,-,-
500,South Korea,강원도,양구,2017.02,-,-,-,-,-,-
501,South Korea,강원도,양구,2017.03,-,-,-,-,-,-
502,South Korea,강원도,양구,2017.04,-,-,-,-,-,-
503,South Korea,강원도,양구,2017.05,-,-,-,-,-,-
504,South Korea,강원도,양구,2017.06,-,-,-,-,-,-
505,South Korea,강원도,양구,2017.07,-,-,-,-,-,-
506,South Korea,강원도,양구,2017.08,-,-,-,-,-,-
507,South Korea,강원도,양구,2017.09,-,-,-,-,-,-
508,South Korea,강원도,양구,2017.1,-,-,-,-,-,-
509,South Korea,강원도,양구,2017.11,-,-,-,-,-,-
510,South Korea,강원도,양구,2017.12,-,-,-,-,-,-
511,South Korea,강원도,양구,2018.01,-,-,-,-,-,-
512,South Korea,강원도,양구,2018.02,-,-,-,-,-,-
513,South Korea,강원도,양구,2018.03,-,-,-,-,-,-
514,South Korea,강원도,양구,2018.04,-,-,-,-,-,-
515,South Korea,강원도,양구,2018.05,-,-,-,-,-,-
516,South Korea,강원도,양구,2018.06,-,-,-,-,-,-
517,South Korea,강원도,양구,2018.07,-,-,-,-,-,-
518,South Korea,강원도,양구,2018.08,-,-,-,-,-,-
519,South Korea,강원도,양구,2018.09,-,-,-,-,-,-
520,South Korea,강원도,양구,2018.1,-,-,-,-,-,-
521,South Korea,강원도,양구,2018.11,-,-,-,-,-,-
522,South Korea,강원도,양구,2018.12,-,-,-,-,-,-
523,South Korea,강원도,양구,2019.01,28*,60*,0.002*,0.007*,0.013*,-
524,South Korea,강원도,양구,2019.02,28,47,0.002,0.02,0.012,0.6*
525,South Korea,강원도,양구,2019.03,36,57,0.002,0.035,0.013,0.5
526,South Korea,강원도,양구,2019.04,17,40,0.002,0.039,0.008,0.5
527,South Korea,강원도,양구,2019.05,22,45,0.002,0.052,0.008,0.4
528,South Korea,강원도,양구,2019.06,15,27,0.001,0.04,0.005,0.4
529,South Korea,강원도,양구,2019.07,13,23,0.002,0.031,0.005,0.4
530,South Korea,강원도,양구,2019.08,13,25,0.002,0.024,0.004,0.5
531,South Korea,강원도,양구,2019.09,9,19,0.001,0.02,0.004,0.4
532,South Korea,강원도,양구,2019.1,13,25,0.001,0.022,0.006,0.4
533,South Korea,강원도,양구,2019.11,20,35,0.002,0.018,0.011,0.5
534,South Korea,강원도,양구,2019.12,28,37,0.003,0.019,0.014,0.6
535,South Korea,강원도,양구,2020.01,24,33,0.002,0.02,0.013,0.6
536,South Korea,강원도,양구,2020.02,24,34,0.003,0.028,0.011,0.5
537,South Korea,강원도,양구,2020.03,21,33,0.002,0.035,0.009,0.5
538,South Korea,강원도,양구,2020.04,19,36,0.003,0.044,0.007,0.4
539,South Korea,강원도,양구,2020.05,14,24,0.002,0.037,0.006,0.4
540,South Korea,강원도,양구,2020.06,17,31,0.002,0.043,0.006,0.4
541,South Korea,강원도,양구,2020.07,8,14,0.002,0.027,0.004,0.5
542,South Korea,강원도,양구,2020.08,9,15,0.002,0.02,0.004,0.5
543,South Korea,강원도,양구,2020.09,8,14,0.002,0.026,0.004,0.4
544,South Korea,강원도,양구,2020.1,15,25,0.002,0.024,0.007,0.5
545,South Korea,강원도,양구,2020.11,20,24**,0.002,0.021,0.01,0.5
546,South Korea,강원도,양구,2020.12,24,33**,0.001,0.02,0.013,0.5
547,South Korea,강원도,양구,2021.01,20,34,0.001,0.023,0.011,0.6
548,South Korea,강원도,양구,2021.02,26,40,0.001,0.031,0.011,0.6
549,South Korea,강원도,양구,2021.03,23,49,0.002,0.039,0.008,0.6
550,South Korea,강원도,양구,2021.04,16,37,0.002,0.045,0.006,0.4
551,South Korea,강원도,양구,2021.05,15,44,0.002,0.039,0.004,0.4
552,South Korea,강원도,양구,2021.06,13,20,0.002,0.037,0.005,0.4
553,South Korea,강원도,양구,2021.07,11,16,0.002,0.026,0.004,0.4
554,South Korea,강원도,양구,2021.08,10,17,0.002,0.027,0.004,0.5
555,South Korea,강원도,양구,2021.09,6,12,0.002,0.026,0.003,0.5
556,South Korea,강원도,양구,2021.1,10,17,0.002,0.025,0.005,0.4
557,South Korea,강원도,양구,2021.11,20,33,0.002,0.027,0.011,0.5
558,South Korea,강원도,양구,2021.12,19,30,0.002,0.022,0.013,0.5
559,South Korea,강원도,양구,2022.01,26,36,0.002,0.023,0.016,0.6
560,South Korea,강원도,양구,2022.02,25,34,0.002,0.037,0.012,0.4
561,South Korea,강원도,양구,2022.03,23**,26**,0.002,0.041,0.01,0.4
562,South Korea,강원도,양구,2022.04,-,32,0.002,0.054,0.008,0.4
563,South Korea,강원도,양구,2022.05,13**,23,0.003,0.057,0.006,0.3
564,South Korea,강원도,양구,2022.06,10,15,0.001,0.041,0.005,0.4
565,South Korea,강원도,양구,2022.07,7,13,0.002,0.025,0.003,0.5
566,South Korea,강원도,양구,2022.08,6,13,0.002,0.025,0.004,0.4
567,South Korea,강원도,양구,2022.09,6,12,0.002,0.023,0.003,0.3
568,South Korea,강원도,양구,2022.1,7,12,0.002,0.022,0.005,0.3
569,South Korea,강원도,양구,2022.11,16,24,0.002,0.024,0.01,0.4
570,South Korea,강원도,양양,2015.01,-,-,-,-,-,-
571,South Korea,강원도,양양,2015.02,-,-,-,-,-,-
572,South Korea,강원도,양양,2015.03,-,-,-,-,-,-
573,South Korea,강원도,양양,2015.04,-,-,-,-,-,-
574,South Korea,강원도,양양,2015.05,-,-,-,-,-,-
575,South Korea,강원도,양양,2015.06,-,-,-,-,-,-
576,South Korea,강원도,양양,2015.07,-,-,-,-,-,-
577,South Korea,강원도,양양,2015.08,-,-,-,-,-,-
578,South Korea,강원도,양양,2015.09,-,-,-,-,-,-
579,South Korea,강원도,양양,2015.1,-,-,-,-,-,-
580,South Korea,강원도,양양,2015.11,-,-,-,-,-,-
581,South Korea,강원도,양양,2015.12,-,-,-,-,-,-
582,South Korea,강원도,양양,2016.01,-,-,-,-,-,-
583,South Korea,강원도,양양,2016.02,-,-,-,-,-,-
584,South Korea,강원도,양양,2016.03,-,-,-,-,-,-
585,South Korea,강원도,양양,2016.04,-,-,-,-,-,-
586,South Korea,강원도,양양,2016.05,-,-,-,-,-,-
587,South Korea,강원도,양양,2016.06,-,-,-,-,-,-
588,South Korea,강원도,양양,2016.07,-,-,-,-,-,-
589,South Korea,강원도,양양,2016.08,-,-,-,-,-,-
590,South Korea,강원도,양양,2016.09,-,-,-,-,-,-
591,South Korea,강원도,양양,2016.1,-,-,-,-,-,-
592,South Korea,강원도,양양,2016.11,-,-,-,-,-,-
593,South Korea,강원도,양양,2016.12,-,-,-,-,-,-
594,South Korea,강원도,양양,2017.01,-,-,-,-,-,-
595,South Korea,강원도,양양,2017.02,-,-,-,-,-,-
596,South Korea,강원도,양양,2017.03,-,-,-,-,-,-
597,South Korea,강원도,양양,2017.04,-,-,-,-,-,-
598,South Korea,강원도,양양,2017.05,-,-,-,-,-,-
599,South Korea,강원도,양양,2017.06,-,-,-,-,-,-
600,South Korea,강원도,양양,2017.07,-,-,-,-,-,-
601,South Korea,강원도,양양,2017.08,-,-,-,-,-,-
602,South Korea,강원도,양양,2017.09,-,-,-,-,-,-
603,South Korea,강원도,양양,2017.1,-,-,-,-,-,-
604,South Korea,강원도,양양,2017.11,-,-,-,-,-,-
605,South Korea,강원도,양양,2017.12,-,-,-,-,-,-
606,South Korea,강원도,양양,2018.01,-,-,-,-,-,-
607,South Korea,강원도,양양,2018.02,-,-,-,-,-,-
608,South Korea,강원도,양양,2018.03,-,-,-,-,-,-
609,South Korea,강원도,양양,2018.04,-,-,-,-,-,-
610,South Korea,강원도,양양,2018.05,-,-,-,-,-,-
611,South Korea,강원도,양양,2018.06,-,-,-,-,-,-
612,South Korea,강원도,양양,2018.07,-,-,-,-,-,-
613,South Korea,강원도,양양,2018.08,-,-,-,-,-,-
614,South Korea,강원도,양양,2018.09,-,-,-,-,-,-
615,South Korea,강원도,양양,2018.1,-,-,-,-,-,-
616,South Korea,강원도,양양,2018.11,-,-,-,-,-,-
617,South Korea,강원도,양양,2018.12,-,-,-,-,-,-
618,South Korea,강원도,양양,2019.01,19,41,0.002,0.035,0.009,0.6
619,South Korea,강원도,양양,2019.02,20,38,0.002,0.037,0.008,0.6
620,South Korea,강원도,양양,2019.03,27,45,0.002,0.044,0.008,0.5
621,South Korea,강원도,양양,2019.04,14,35,0.002,0.04,0.007,0.4
622,South Korea,강원도,양양,2019.05,19,43,0.003,0.055,0.008,0.5
623,South Korea,강원도,양양,2019.06,14,26,0.002,0.044,0.006,0.5
624,South Korea,강원도,양양,2019.07,12,22,0.002,0.039,0.005,0.3
625,South Korea,강원도,양양,2019.08,12,22,0.002,0.035,0.005,0.4
626,South Korea,강원도,양양,2019.09,8,17,0.002,0.03,0.005,0.4
627,South Korea,강원도,양양,2019.1,11,25,0.003,0.033,0.006,0.4
628,South Korea,강원도,양양,2019.11,13,27,0.003,0.032,0.008,0.4
629,South Korea,강원도,양양,2019.12,15,26,0.003,0.034,0.009,0.4
630,South Korea,강원도,양양,2020.01,16,23,0.003,0.032,0.008,0.4*
631,South Korea,강원도,양양,2020.02,19,28,0.003,0.036,0.008,0.5
632,South Korea,강원도,양양,2020.03,16,32,0.003,0.038,0.007,0.4
633,South Korea,강원도,양양,2020.04,15,34,0.003,0.046,0.006,0.4
634,South Korea,강원도,양양,2020.05,11,23,0.002,0.042,0.005,0.4
635,South Korea,강원도,양양,2020.06,14,32,0.002,0.044,0.006,0.5
636,South Korea,강원도,양양,2020.07,7,14,0.001,0.029,0.005,0.4
637,South Korea,강원도,양양,2020.08,9,15,0.001,0.029,0.005,0.4
638,South Korea,강원도,양양,2020.09,8,17,0.002,0.036,0.004,0.4
639,South Korea,강원도,양양,2020.1,11,25,0.003,0.034,0.006,0.4
640,South Korea,강원도,양양,2020.11,14,21**,0.003,0.032,0.008,0.4
641,South Korea,강원도,양양,2020.12,17,26,0.003,0.033,0.008,0.4
642,South Korea,강원도,양양,2021.01,12,27,0.003,0.034,0.007,0.5
643,South Korea,강원도,양양,2021.02,18,33,0.002,0.037,0.008,0.5
644,South Korea,강원도,양양,2021.03,16,46,0.002,0.039,0.007,0.5
645,South Korea,강원도,양양,2021.04,12,35,0.002,0.043,0.006,0.4
646,South Korea,강원도,양양,2021.05,10,38,0.001,0.046,0.005,0.5
647,South Korea,강원도,양양,2021.06,10,17,0.001,0.038,0.005,0.5
648,South Korea,강원도,양양,2021.07,8,14,0.001,0.034,0.004,0.6
649,South Korea,강원도,양양,2021.08,8**,15,0.002,0.04,0.006,0.6
650,South Korea,강원도,양양,2021.09,4**,10,0.002,0.035,0.004,0.6
651,South Korea,강원도,양양,2021.1,7,15,0.002,0.041,0.006,0.4
652,South Korea,강원도,양양,2021.11,13,26,0.002,0.042,0.007,0.5
653,South Korea,강원도,양양,2021.12,13,22,0.002,0.035,0.007,0.4
654,South Korea,강원도,양양,2022.01,18,26,0.003,0.033,0.009,0.5
655,South Korea,강원도,양양,2022.02,18,28,0.002,0.04,0.007,0.5
656,South Korea,강원도,양양,2022.03,16,32,0.002,0.041,0.008,0.5
657,South Korea,강원도,양양,2022.04,15,32,0.002,0.048,0.006,0.4
658,South Korea,강원도,양양,2022.05,13,25,0.002,0.055,0.006,0.5*
659,South Korea,강원도,양양,2022.06,9,16,0.001,0.041,0.005,0.4
660,South Korea,강원도,양양,2022.07,7,13,0.002,0.03,0.005,0.4*
661,South Korea,강원도,양양,2022.08,7,13,0.002,0.035,0.005,0.4
662,South Korea,강원도,양양,2022.09,6,19,0.002,0.028,0.007,0.2
663,South Korea,강원도,양양,2022.1,5,14,0.002,0.026,0.009,0.3
664,South Korea,강원도,양양,2022.11,13,24,0.002,0.029*,0.007,0.4
665,South Korea,강원도,영월,2015.01,-,-,-,-,-,-
666,South Korea,강원도,영월,2015.02,-,-,-,-,-,-
667,South Korea,강원도,영월,2015.03,-,-,-,-,-,-
668,South Korea,강원도,영월,2015.04,-,-,-,-,-,-
669,South Korea,강원도,영월,2015.05,-,-,-,-,-,-
670,South Korea,강원도,영월,2015.06,-,-,-,-,-,-
671,South Korea,강원도,영월,2015.07,-,-,-,-,-,-
672,South Korea,강원도,영월,2015.08,-,-,-,-,-,-
673,South Korea,강원도,영월,2015.09,-,-,-,-,-,-
674,South Korea,강원도,영월,2015.1,-,-,-,-,-,-
675,South Korea,강원도,영월,2015.11,-,-,-,-,-,-
676,South Korea,강원도,영월,2015.12,-,-,-,-,-,-
677,South Korea,강원도,영월,2016.01,-,-,-,-,-,-
678,South Korea,강원도,영월,2016.02,-,-,-,-,-,-
679,South Korea,강원도,영월,2016.03,-,-,-,-,-,-
680,South Korea,강원도,영월,2016.04,-,-,-,-,-,-
681,South Korea,강원도,영월,2016.05,-,-,-,-,-,-
682,South Korea,강원도,영월,2016.06,-,-,-,-,-,-
683,South Korea,강원도,영월,2016.07,-,-,-,-,-,-
684,South Korea,강원도,영월,2016.08,-,-,-,-,-,-
685,South Korea,강원도,영월,2016.09,-,-,-,-,-,-
686,South Korea,강원도,영월,2016.1,-,-,-,-,-,-
687,South Korea,강원도,영월,2016.11,-,-,-,-,-,-
688,South Korea,강원도,영월,2016.12,-,-,-,-,-,-
689,South Korea,강원도,영월,2017.01,-,-,-,-,-,-
690,South Korea,강원도,영월,2017.02,-,-,-,-,-,-
691,South Korea,강원도,영월,2017.03,-,-,-,-,-,-
692,South Korea,강원도,영월,2017.04,-,-,-,-,-,-
693,South Korea,강원도,영월,2017.05,-,-,-,-,-,-
694,South Korea,강원도,영월,2017.06,-,-,-,-,-,-
695,South Korea,강원도,영월,2017.07,-,-,-,-,-,-
696,South Korea,강원도,영월,2017.08,-,-,-,-,-,-
