Column1,Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
1118,1118,경기도,고양,2015,7.876068376,56,0.007,0.015,0.027,0.6,84.21
1119,1119,경기도,고양,2015,7.876068376,88,0.007,0.02,0.026,0.6,82.85
1120,1120,경기도,고양,2015,7.876068376,88,0.007,0.02,0.026,0.6,83.95
1121,1121,경기도,고양,2015,7.876068376,88,0.007,0.02,0.026,0.6,84.21
1122,1122,경기도,고양,2015,7.876068376,77,0.007,0.023,0.031,0.5,82.85
1123,1123,경기도,고양,2015,7.876068376,77,0.007,0.023,0.031,0.5,83.95
1124,1124,경기도,고양,2015,7.876068376,77,0.007,0.023,0.031,0.5,84.21
1125,1125,경기도,고양,2015,7.876068376,50,0.004,0.029,0.025,0.4,82.85
1126,1126,경기도,고양,2015,7.876068376,50,0.004,0.029,0.025,0.4,83.95
1127,1127,경기도,고양,2015,7.876068376,50,0.004,0.029,0.025,0.4,84.21
1128,1128,경기도,고양,2015,7.876068376,50,0.004,0.038,0.022,0.4,82.85
1129,1129,경기도,고양,2015,7.876068376,50,0.004,0.038,0.022,0.4,83.95
1130,1130,경기도,고양,2015,7.876068376,50,0.004,0.038,0.022,0.4,84.21
1131,1131,경기도,고양,2015,7.876068376,40,0.004,0.042,0.02,0.4,82.85
1132,1132,경기도,고양,2015,7.876068376,40,0.004,0.042,0.02,0.4,83.95
1133,1133,경기도,고양,2015,7.876068376,40,0.004,0.042,0.02,0.4,84.21
1134,1134,경기도,고양,2015,7.876068376,33,0.005,0.037,0.016,0.4,82.85
1135,1135,경기도,고양,2015,7.876068376,33,0.005,0.037,0.016,0.4,83.95
1136,1136,경기도,고양,2015,7.876068376,33,0.005,0.037,0.016,0.4,84.21
1137,1137,경기도,고양,2015,7.876068376,39,0.004,0.035,0.016,0.4,82.85
1138,1138,경기도,고양,2015,7.876068376,39,0.004,0.035,0.016,0.4,83.95
1139,1139,경기도,고양,2015,7.876068376,39,0.004,0.035,0.016,0.4,84.21
1140,1140,경기도,고양,2015,7.876068376,32,0.004,0.028,0.018,0.4,82.85
1141,1141,경기도,고양,2015,7.876068376,32,0.004,0.028,0.018,0.4,83.95
1142,1142,경기도,고양,2015,7.876068376,32,0.004,0.028,0.018,0.4,84.21
1143,1143,경기도,고양,2015,7.876068376,40,0.004,0.016,0.022,0.5,82.85
1144,1144,경기도,고양,2015,7.876068376,40,0.004,0.016,0.022,0.5,83.95
1145,1145,경기도,고양,2015,7.876068376,40,0.004,0.016,0.022,0.5,84.21
1146,1146,경기도,고양,2015,7.876068376,65,0.006,0.012,0.029,0.7,82.85
1147,1147,경기도,고양,2015,7.876068376,65,0.006,0.012,0.029,0.7,83.95
1148,1148,경기도,고양,2015,7.876068376,65,0.006,0.012,0.029,0.7,84.21
1149,1149,경기도,고양,2015,7.876068376,50,0.004,0.024,0.022,0.5,82.85
1150,1150,경기도,고양,2015,7.876068376,50,0.004,0.024,0.022,0.5,83.95
1151,1151,경기도,고양,2015,7.876068376,50,0.004,0.024,0.022,0.5,84.21
1152,1152,경기도,고양,2016,13.0101626,62,0.007,0.017,0.025,0.6,83.41
1153,1153,경기도,고양,2016,13.0101626,62,0.007,0.017,0.025,0.6,84.26
1154,1154,경기도,고양,2016,13.0101626,62,0.007,0.017,0.025,0.6,84.64
1155,1155,경기도,고양,2016,13.0101626,54,0.006,0.021,0.026,0.5,83.41
1156,1156,경기도,고양,2016,13.0101626,54,0.006,0.021,0.026,0.5,84.26
1157,1157,경기도,고양,2016,13.0101626,54,0.006,0.021,0.026,0.5,84.64
1158,1158,경기도,고양,2016,13.0101626,78,0.007,0.026,0.031,0.5,83.41
1159,1159,경기도,고양,2016,13.0101626,78,0.007,0.026,0.031,0.5,84.26
1160,1160,경기도,고양,2016,13.0101626,78,0.007,0.026,0.031,0.5,84.64
1161,1161,경기도,고양,2016,13.0101626,81,0.005,0.03,0.027,0.4,83.41
1162,1162,경기도,고양,2016,13.0101626,81,0.005,0.03,0.027,0.4,84.26
1163,1163,경기도,고양,2016,13.0101626,81,0.005,0.03,0.027,0.4,84.64
1164,1164,경기도,고양,2016,13.0101626,64,0.005,0.04,0.02,0.4,83.41
1165,1165,경기도,고양,2016,13.0101626,64,0.005,0.04,0.02,0.4,84.26
1166,1166,경기도,고양,2016,13.0101626,64,0.005,0.04,0.02,0.4,84.64
1167,1167,경기도,고양,2016,13.0101626,49,0.005,0.038,0.017,0.4,83.41
1168,1168,경기도,고양,2016,13.0101626,49,0.005,0.038,0.017,0.4,84.26
1169,1169,경기도,고양,2016,13.0101626,49,0.005,0.038,0.017,0.4,84.64
1170,1170,경기도,고양,2016,13.0101626,31,0.004,0.027,0.014,0.4,83.41
1171,1171,경기도,고양,2016,13.0101626,31,0.004,0.027,0.014,0.4,84.26
1172,1172,경기도,고양,2016,13.0101626,31,0.004,0.027,0.014,0.4,84.64
1173,1173,경기도,고양,2016,13.0101626,33,0.004,0.031,0.013,0.3,83.41
1174,1174,경기도,고양,2016,13.0101626,33,0.004,0.031,0.013,0.3,84.26
1175,1175,경기도,고양,2016,13.0101626,33,0.004,0.031,0.013,0.3,84.64
1176,1176,경기도,고양,2016,13.0101626,40,0.004,0.031,0.015,0.4,83.41
1177,1177,경기도,고양,2016,13.0101626,40,0.004,0.031,0.015,0.4,84.26
1178,1178,경기도,고양,2016,13.0101626,40,0.004,0.031,0.015,0.4,84.64
1179,1179,경기도,고양,2016,13.0101626,59,0.006,0.017,0.024,0.5,83.41
1180,1180,경기도,고양,2016,13.0101626,59,0.006,0.017,0.024,0.5,84.26
1181,1181,경기도,고양,2016,13.0101626,59,0.006,0.017,0.024,0.5,84.64
1182,1182,경기도,고양,2016,13.0101626,56,0.006,0.012,0.026,0.6,83.41
1183,1183,경기도,고양,2016,13.0101626,56,0.006,0.012,0.026,0.6,84.26
1184,1184,경기도,고양,2016,13.0101626,56,0.006,0.012,0.026,0.6,84.64
1185,1185,경기도,고양,2016,13.0101626,39,0.004,0.021,0.018,0.4,83.41
1186,1186,경기도,고양,2016,13.0101626,39,0.004,0.021,0.018,0.4,84.26
1187,1187,경기도,고양,2016,13.0101626,39,0.004,0.021,0.018,0.4,84.64
1188,1188,경기도,고양,2017,23.47420635,64,0.007,0.026,0.026,0.6,83.76
1189,1189,경기도,고양,2017,23.47420635,64,0.007,0.026,0.026,0.6,84.65
1190,1190,경기도,고양,2017,23.47420635,64,0.007,0.026,0.026,0.6,85.05
1191,1191,경기도,고양,2017,23.47420635,56,0.007,0.022,0.025,0.5,83.76
1192,1192,경기도,고양,2017,23.47420635,56,0.007,0.022,0.025,0.5,84.65
1193,1193,경기도,고양,2017,23.47420635,56,0.007,0.022,0.025,0.5,85.05
1194,1194,경기도,고양,2017,46,71,0.006,0.028,0.028,0.5,83.76
1195,1195,경기도,고양,2017,46,71,0.006,0.028,0.028,0.5,84.65
1196,1196,경기도,고양,2017,46,71,0.006,0.028,0.028,0.5,85.05
1197,1197,경기도,고양,2017,34,65,0.005,0.035,0.028,0.4,83.76
1198,1198,경기도,고양,2017,34,65,0.005,0.035,0.028,0.4,84.65
1199,1199,경기도,고양,2017,34,65,0.005,0.035,0.028,0.4,85.05
1200,1200,경기도,고양,2017,32,72,0.005,0.039,0.022,0.4,83.76
1201,1201,경기도,고양,2017,32,72,0.005,0.039,0.022,0.4,84.65
1202,1202,경기도,고양,2017,32,72,0.005,0.039,0.022,0.4,85.05
1203,1203,경기도,고양,2017,27,47,0.004,0.04,0.018,0.4,83.76
1204,1204,경기도,고양,2017,27,47,0.004,0.04,0.018,0.4,84.65
1205,1205,경기도,고양,2017,27,47,0.004,0.04,0.018,0.4,85.05
1206,1206,경기도,고양,2017,24,39,0.004,0.031,0.018,0.4,83.76
1207,1207,경기도,고양,2017,24,39,0.004,0.031,0.018,0.4,84.65
1208,1208,경기도,고양,2017,24,39,0.004,0.031,0.018,0.4,85.05
1209,1209,경기도,고양,2017,11,34,0.004,0.028,0.015,0.3,83.76
1210,1210,경기도,고양,2017,11,34,0.004,0.028,0.015,0.3,84.65
1211,1211,경기도,고양,2017,11,34,0.004,0.028,0.015,0.3,85.05
1212,1212,경기도,고양,2017,21,49,0.004,0.03,0.019,0.4,83.76
1213,1213,경기도,고양,2017,21,49,0.004,0.03,0.019,0.4,84.65
1214,1214,경기도,고양,2017,21,49,0.004,0.03,0.019,0.4,85.05
1215,1215,경기도,고양,2017,30,55,0.005,0.016,0.027,0.5,83.76
1216,1216,경기도,고양,2017,30,55,0.005,0.016,0.027,0.5,84.65
1217,1217,경기도,고양,2017,30,55,0.005,0.016,0.027,0.5,85.05
1218,1218,경기도,고양,2017,36,63,0.007,0.013,0.029,0.6,83.76
1219,1219,경기도,고양,2017,36,63,0.007,0.013,0.029,0.6,84.65
1220,1220,경기도,고양,2017,36,63,0.007,0.013,0.029,0.6,85.05
1221,1221,경기도,고양,2017,23.47420635,42,0.004,0.023,0.019,0.4,83.76
1222,1222,경기도,고양,2017,23.47420635,42,0.004,0.023,0.019,0.4,84.65
1223,1223,경기도,고양,2017,23.47420635,42,0.004,0.023,0.019,0.4,85.05
1224,1224,경기도,고양,2018,37,64,0.007,0.016,0.027,0.6,84.15
1225,1225,경기도,고양,2018,37,64,0.007,0.016,0.027,0.6,85
1226,1226,경기도,고양,2018,37,64,0.007,0.016,0.027,0.6,85.35
1227,1227,경기도,고양,2018,34,59,0.007,0.021,0.026,0.6,84.15
1228,1228,경기도,고양,2018,34,59,0.007,0.021,0.026,0.6,85
1229,1229,경기도,고양,2018,34,59,0.007,0.021,0.026,0.6,85.35
1230,1230,경기도,고양,2018,37,57,0.005,0.026,0.027,0.5,84.15
1231,1231,경기도,고양,2018,37,57,0.005,0.026,0.027,0.5,85
1232,1232,경기도,고양,2018,37,57,0.005,0.026,0.027,0.5,85.35
1233,1233,경기도,고양,2018,27,55,0.004,0.03,0.022,0.4,84.15
1234,1234,경기도,고양,2018,27,55,0.004,0.03,0.022,0.4,85
1235,1235,경기도,고양,2018,27,55,0.004,0.03,0.022,0.4,85.35
1236,1236,경기도,고양,2018,25,42,0.003,0.035,0.018,0.4,84.15
1237,1237,경기도,고양,2018,25,42,0.003,0.035,0.018,0.4,85
1238,1238,경기도,고양,2018,25,42,0.003,0.035,0.018,0.4,85.35
1239,1239,경기도,고양,2018,23,33,0.003,0.037,0.015,0.3,84.15
1240,1240,경기도,고양,2018,23,33,0.003,0.037,0.015,0.3,85
1241,1241,경기도,고양,2018,23,33,0.003,0.037,0.015,0.3,85.35
1242,1242,경기도,고양,2018,12,22,0.003,0.023,0.012,0.3,84.15
1243,1243,경기도,고양,2018,12,22,0.003,0.023,0.012,0.3,85
1244,1244,경기도,고양,2018,12,22,0.003,0.023,0.012,0.3,85.35
1245,1245,경기도,고양,2018,13,24,0.003,0.031,0.011,0.3,84.15
1246,1246,경기도,고양,2018,13,24,0.003,0.031,0.011,0.3,85
1247,1247,경기도,고양,2018,13,24,0.003,0.031,0.011,0.3,85.35
1248,1248,경기도,고양,2018,11,26,0.003,0.028,0.014,0.3,84.15
1249,1249,경기도,고양,2018,11,26,0.003,0.028,0.014,0.3,85
1250,1250,경기도,고양,2018,11,26,0.003,0.028,0.014,0.3,85.35
1251,1251,경기도,고양,2018,34,59,0.005,0.014,0.031,0.6,84.15
1252,1252,경기도,고양,2018,34,59,0.005,0.014,0.031,0.6,85
1253,1253,경기도,고양,2018,34,59,0.005,0.014,0.031,0.6,85.35
1254,1254,경기도,고양,2018,27,48,0.005,0.014,0.028,0.6,84.15
1255,1255,경기도,고양,2018,27,48,0.005,0.014,0.028,0.6,85
1256,1256,경기도,고양,2018,27,48,0.005,0.014,0.028,0.6,85.35
1257,1257,경기도,고양,2018,23.82142857,34,0.003,0.02,0.022,0.4,84.15
1258,1258,경기도,고양,2018,23.82142857,34,0.003,0.02,0.022,0.4,85
1259,1259,경기도,고양,2018,23.82142857,34,0.003,0.02,0.022,0.4,85.35
1260,1260,경기도,고양,2019,38,68,0.006,0.015,0.032,0.7,84.53
1261,1261,경기도,고양,2019,38,68,0.006,0.015,0.032,0.7,85.49
1262,1262,경기도,고양,2019,38,68,0.006,0.015,0.032,0.7,85.53
1263,1263,경기도,고양,2019,34,55,0.005,0.022,0.027,0.6,84.53
1264,1264,경기도,고양,2019,34,55,0.005,0.022,0.027,0.6,85.49
1265,1265,경기도,고양,2019,34,55,0.005,0.022,0.027,0.6,85.53
1266,1266,경기도,고양,2019,46,70,0.004,0.032,0.025,0.5,84.53
1267,1267,경기도,고양,2019,46,70,0.004,0.032,0.025,0.5,85.49
1268,1268,경기도,고양,2019,46,70,0.004,0.032,0.025,0.5,85.53
1269,1269,경기도,고양,2019,21,44,0.003,0.035,0.02,0.4,84.53
1270,1270,경기도,고양,2019,21,44,0.003,0.035,0.02,0.4,85.49
1271,1271,경기도,고양,2019,21,44,0.003,0.035,0.02,0.4,85.53
1272,1272,경기도,고양,2019,30,56,0.004,0.048,0.018,0.5,84.53
1273,1273,경기도,고양,2019,30,56,0.004,0.048,0.018,0.5,85.49
1274,1274,경기도,고양,2019,30,56,0.004,0.048,0.018,0.5,85.53
1275,1275,경기도,고양,2019,19,31,0.003,0.044,0.013,0.4,84.53
1276,1276,경기도,고양,2019,19,31,0.003,0.044,0.013,0.4,85.49
1277,1277,경기도,고양,2019,19,31,0.003,0.044,0.013,0.4,85.53
1278,1278,경기도,고양,2019,21,30,0.003,0.037,0.011,0.3,84.53
1279,1279,경기도,고양,2019,21,30,0.003,0.037,0.011,0.3,85.49
1280,1280,경기도,고양,2019,21,30,0.003,0.037,0.011,0.3,85.53
1281,1281,경기도,고양,2019,16,26,0.003,0.034,0.012,0.3,84.53
1282,1282,경기도,고양,2019,16,26,0.003,0.034,0.012,0.3,85.49
1283,1283,경기도,고양,2019,16,26,0.003,0.034,0.012,0.3,85.53
1284,1284,경기도,고양,2019,11,26,0.003,0.027,0.015,0.3,84.53
1285,1285,경기도,고양,2019,11,26,0.003,0.027,0.015,0.3,85.49
1286,1286,경기도,고양,2019,11,26,0.003,0.027,0.015,0.3,85.53
1287,1287,경기도,고양,2019,21,47,0.004,0.016,0.025,0.5,84.53
1288,1288,경기도,고양,2019,21,47,0.004,0.016,0.025,0.5,85.49
1289,1289,경기도,고양,2019,21,47,0.004,0.016,0.025,0.5,85.53
1290,1290,경기도,고양,2019,27,44,0.004,0.015,0.025,0.6,84.53
1291,1291,경기도,고양,2019,27,44,0.004,0.015,0.025,0.6,85.49
1292,1292,경기도,고양,2019,27,44,0.004,0.015,0.025,0.6,85.53
1293,1293,경기도,고양,2019,24.68253968,37,0.003,0.025,0.018,0.4,84.53
1294,1294,경기도,고양,2019,24.68253968,37,0.003,0.025,0.018,0.4,85.49
1295,1295,경기도,고양,2019,24.68253968,37,0.003,0.025,0.018,0.4,85.53
1296,1296,경기도,고양,2020,27,46,0.004,0.019,0.024,0.6,84.88
1297,1297,경기도,고양,2020,27,46,0.004,0.019,0.024,0.6,85.58
1298,1298,경기도,고양,2020,27,46,0.004,0.019,0.024,0.6,85.74
1299,1299,경기도,고양,2020,24,42,0.004,0.023,0.022,0.5,84.88
1300,1300,경기도,고양,2020,24,42,0.004,0.023,0.022,0.5,85.58
1301,1301,경기도,고양,2020,24,42,0.004,0.023,0.022,0.5,85.74
1302,1302,경기도,고양,2020,22,49,0.004,0.031,0.019,0.5,84.88
1303,1303,경기도,고양,2020,22,49,0.004,0.031,0.019,0.5,85.58
1304,1304,경기도,고양,2020,22,49,0.004,0.031,0.019,0.5,85.74
1305,1305,경기도,고양,2020,19,49,0.003,0.04,0.016,0.4,84.88
1306,1306,경기도,고양,2020,19,49,0.003,0.04,0.016,0.4,85.58
1307,1307,경기도,고양,2020,19,49,0.003,0.04,0.016,0.4,85.74
1308,1308,경기도,고양,2020,20,43,0.003,0.04,0.014,0.4,84.88
1309,1309,경기도,고양,2020,20,43,0.003,0.04,0.014,0.4,85.58
1310,1310,경기도,고양,2020,20,43,0.003,0.04,0.014,0.4,85.74
1311,1311,경기도,고양,2020,22,45,0.003,0.047,0.013,0.4,84.88
1312,1312,경기도,고양,2020,22,45,0.003,0.047,0.013,0.4,85.58
1313,1313,경기도,고양,2020,22,45,0.003,0.047,0.013,0.4,85.74
1314,1314,경기도,고양,2020,16,29,0.003,0.034,0.012,0.4,84.88
1315,1315,경기도,고양,2020,16,29,0.003,0.034,0.012,0.4,85.58
1316,1316,경기도,고양,2020,16,29,0.003,0.034,0.012,0.4,85.74
1317,1317,경기도,고양,2020,15,26,0.003,0.029,0.012,0.3,84.88
1318,1318,경기도,고양,2020,15,26,0.003,0.029,0.012,0.3,85.58
1319,1319,경기도,고양,2020,15,26,0.003,0.029,0.012,0.3,85.74
1320,1320,경기도,고양,2020,12,22,0.003,0.031,0.014,0.4,84.88
1321,1321,경기도,고양,2020,12,22,0.003,0.031,0.014,0.4,85.58
1322,1322,경기도,고양,2020,12,22,0.003,0.031,0.014,0.4,85.74
1323,1323,경기도,고양,2020,23,45,0.003,0.018,0.024,0.5,84.88
1324,1324,경기도,고양,2020,23,45,0.003,0.018,0.024,0.5,85.58
1325,1325,경기도,고양,2020,23,45,0.003,0.018,0.024,0.5,85.74
1326,1326,경기도,고양,2020,24,43,0.004,0.016,0.027,0.6,84.88
1327,1327,경기도,고양,2020,24,43,0.004,0.016,0.027,0.6,85.58
1328,1328,경기도,고양,2020,24,43,0.004,0.016,0.027,0.6,85.74
1329,1329,경기도,고양,2020,19.81349206,38,0.003,0.027,0.02,0.4,84.88
1330,1330,경기도,고양,2020,19.81349206,38,0.003,0.027,0.02,0.4,85.58
1331,1331,경기도,고양,2020,19.81349206,38,0.003,0.027,0.02,0.4,85.74
1332,1332,경기도,과천,2010,0,73,0.009,0.01,0.035,0.9,84.86
1333,1333,경기도,과천,2010,0,62,0.008,0.013,0.03,0.8,84.86
1334,1334,경기도,과천,2010,0,66,0.005,0.021,0.025,0.6,84.86
1335,1335,경기도,과천,2010,0,53,0.004,0.026,0.027,0.5,84.86
1336,1336,경기도,과천,2010,0,62,0.005,0.031,0.026,0.6,84.86
1337,1337,경기도,과천,2010,0,59,0.005,0.03,0.03,0.6,84.86
1338,1338,경기도,과천,2010,0,40,0.004,0.023,0.025,0.4,84.86
1339,1339,경기도,과천,2010,0,37,0.004,0.017,0.025,0.5,84.86
1340,1340,경기도,과천,2010,0,28,0.003,0.015,0.026,0.6,84.86
1341,1341,경기도,과천,2010,0,42,0.004,0.015,0.037,0.6,84.86
1342,1342,경기도,과천,2010,0,72,0.005,0.015,0.039,0.7,84.86
1343,1343,경기도,과천,2010,0,69,0.007,0.012,0.039,0.7,84.86
1344,1344,경기도,과천,2011,0,51,0.009,0.015,0.039,0.7,85.96
1345,1345,경기도,과천,2011,0,88,0.008,0.014,0.049,0.9,85.96
1346,1346,경기도,과천,2011,0,68,0.006,0.028,0.03,0.5,85.96
1347,1347,경기도,과천,2011,0,62,0.004,0.03,0.035,0.5,85.96
1348,1348,경기도,과천,2011,0,79,0.003,0.029,0.033,0.6,85.96
1349,1349,경기도,과천,2011,0,51,0.004,0.034,0.031,0.6,85.96
1350,1350,경기도,과천,2011,0,31,0.003,0.02,0.024,0.6,85.96
1351,1351,경기도,과천,2011,0,31,0.003,0.018,0.023,0.6,85.96
1352,1352,경기도,과천,2011,0,32,0.004,0.02,0.028,0.6,85.96
1353,1353,경기도,과천,2011,0,45,0.004,0.014,0.039,0.6,85.96
1354,1354,경기도,과천,2011,0,41,0.005,0.012,0.035,0.6,85.96
1355,1355,경기도,과천,2011,0,52,0.007,0.011,0.037,0.8,85.96
1356,1356,경기도,과천,2012,0,65,0.008,0.012,0.039,0.9,85.9
1357,1357,경기도,과천,2012,0,55,0.007,0.017,0.034,0.7,85.9
1358,1358,경기도,과천,2012,0,53,0.005,0.026,0.031,0.6,85.9
1359,1359,경기도,과천,2012,0,55,0.005,0.028,0.032,0.6,85.9
1360,1360,경기도,과천,2012,0,56,0.005,0.032,0.037,0.6,85.9
1361,1361,경기도,과천,2012,0,47,0.004,0.036,0.028,0.6,85.9
1362,1362,경기도,과천,2012,0,30,0.002,0.021,0.023,0.5,85.9
1363,1363,경기도,과천,2012,0,25,0.002,0.022,0.022,0.5,85.9
1364,1364,경기도,과천,2012,0,32,0.002,0.019,0.03,0.6,85.9
1365,1365,경기도,과천,2012,0,37,0.003,0.017,0.034,0.7,85.9
1366,1366,경기도,과천,2012,0,49,0.005,0.014,0.034,0.8,85.9
1367,1367,경기도,과천,2012,0,48,0.006,0.012,0.04,0.9,85.9
1368,1368,경기도,과천,2013,0,71,0.008,0.012,0.044,1.1,86.69
1369,1369,경기도,과천,2013,0,51,0.006,0.018,0.036,0.8,86.69
1370,1370,경기도,과천,2013,0,64,0.005,0.023,0.036,0.7,86.69
1371,1371,경기도,과천,2013,0,59,0.004,0.031,0.032,0.6,86.69
1372,1372,경기도,과천,2013,0,61,0.004,0.034,0.033,0.6,86.69
1373,1373,경기도,과천,2013,0,47,0.003,0.033,0.032,0.6,86.69
1374,1374,경기도,과천,2013,0,39,0.003,0.026,0.018,0.6,86.69
1375,1375,경기도,과천,2013,0,40,0.002,0.025,0.024,0.6,86.69
1376,1376,경기도,과천,2013,0,31,0.003,0.02,0.027,0.6,86.69
1377,1377,경기도,과천,2013,0,31,0.003,0.016,0.031,0.6,86.69
1378,1378,경기도,과천,2013,0,45,0.004,0.013,0.031,0.8,86.69
1379,1379,경기도,과천,2013,0,59,0.007,0.01,0.037,0.9,86.69
1380,1380,경기도,과천,2014,0,63,0.007,0.01,0.038,0.9,86.69
1381,1381,경기도,과천,2014,0,63,0.005,0.015,0.038,0.8,86.69
1382,1382,경기도,과천,2014,0,63,0.005,0.025,0.032,0.6,86.69
1383,1383,경기도,과천,2014,0,60,0.004,0.028,0.035,0.6,86.69
1384,1384,경기도,과천,2014,0,65,0.005,0.042,0.026,0.6,86.69
1385,1385,경기도,과천,2014,0,43,0.003,0.034,0.024,0.5,86.69
1386,1386,경기도,과천,2014,0,43,0.003,0.031,0.021,0.5,86.69
1387,1387,경기도,과천,2014,0,34,0.003,0.022,0.025,0.5,86.69
1388,1388,경기도,과천,2014,0,32,0.003,0.019,0.03,0.5,86.69
1389,1389,경기도,과천,2014,0,35,0.003,0.016,0.035,0.5,86.69
1390,1390,경기도,과천,2014,0,46,0.004,0.013,0.041,0.7,86.69
1391,1391,경기도,과천,2014,0,46,0.006,0.013,0.034,0.7,86.69
1392,1392,경기도,과천,2015,7.876068376,55,0.006,0.012,0.038,0.9,87.01
1393,1393,경기도,과천,2015,7.876068376,88,0.006,0.017,0.033,0.8,87.01
1394,1394,경기도,과천,2015,7.876068376,70,0.005,0.022,0.037,0.6,87.01
1395,1395,경기도,과천,2015,7.876068376,43,0.004,0.027,0.032,0.5,87.01
1396,1396,경기도,과천,2015,7.876068376,43,0.004,0.033,0.031,0.5,87.01
1397,1397,경기도,과천,2015,7.876068376,34,0.003,0.036,0.027,0.5,87.01
1398,1398,경기도,과천,2015,7.876068376,27,0.003,0.027,0.02,0.4,87.01
1399,1399,경기도,과천,2015,7.876068376,34,0.003,0.027,0.022,0.5,87.01
1400,1400,경기도,과천,2015,7.876068376,27,0.003,0.021,0.029,0.5,87.01
1401,1401,경기도,과천,2015,7.876068376,36,0.003,0.011,0.033,0.6,87.01
1402,1402,경기도,과천,2015,7.876068376,55,0.005,0.009,0.04,0.9,87.01
1403,1403,경기도,과천,2015,7.876068376,49,0.003,0.018,0.036,0.6,87.01
1404,1404,경기도,과천,2016,13.0101626,52,0.005,0.014,0.033,0.7,86.68
1405,1405,경기도,과천,2016,13.0101626,47,0.005,0.019,0.031,0.7,86.68
1406,1406,경기도,과천,2016,13.0101626,66,0.004,0.024,0.036,0.6,86.68
